Date,Open,High,Low,Close,Adj Close,Volume
2020-12-28,126.364998,126.954002,126.047997,126.352997,126.352997,0
2020-12-29,126.730003,127.209999,126.730003,126.734001,126.734001,0
2020-12-30,126.885002,127.125000,126.470001,126.885002,126.885002,0
2020-12-31,126.800003,126.973000,126.139999,126.841003,126.841003,0
2021-01-01,126.443001,126.459999,125.220001,126.443001,126.443001,0
2021-01-04,126.455002,126.781998,126.089996,126.464996,126.464996,0
2021-01-05,126.372002,126.545998,126.050003,126.349998,126.349998,0
2021-01-06,126.301003,127.212997,126.135002,126.288002,126.288002,0
2021-01-07,127.101997,127.433998,126.920998,127.128998,127.128998,0
2021-01-08,127.344002,127.454002,126.940002,127.350998,127.350998,0
2021-01-11,126.832001,126.982002,126.540001,126.836998,126.836998,0
2021-01-12,126.637001,126.853996,126.538002,126.636002,126.636002,0
2021-01-13,126.664001,126.682999,126.260002,126.663002,126.663002,0
2021-01-14,126.283997,126.515999,125.919998,126.277000,126.277000,0
2021-01-15,126.171997,126.178001,125.411003,126.160004,126.160004,0
2021-01-18,125.385002,125.411003,125.093002,125.388000,125.388000,0
2021-01-19,125.209999,126.190002,125.209999,125.251442,125.251442,0
2021-01-20,126.123001,126.168999,125.269997,126.105110,126.105110,0
2021-01-21,125.445000,125.957001,125.374001,125.455002,125.455002,0
2021-01-22,125.924004,126.396004,125.910004,125.915001,125.915001,0
2021-01-25,126.283997,126.364998,125.806999,126.292000,126.292000,0
2021-01-26,125.987000,126.143997,125.680000,126.000000,126.000000,0
2021-01-27,126.013000,126.144997,125.589996,126.010002,126.010002,0
2021-01-28,126.045998,126.652000,126.015999,126.051003,126.051003,0
2021-01-29,126.432999,127.324997,126.365997,126.398003,126.398003,0
2021-02-01,126.939003,127.025002,126.677002,126.910004,126.910004,0
2021-02-02,126.529999,126.818001,126.279999,126.550003,126.550003,0
2021-02-03,126.431999,126.502998,126.150002,126.439980,126.439980,0
2021-02-04,126.433998,126.459000,126.089996,126.423843,126.423843,0
2021-02-05,126.321999,126.935997,126.150002,126.333000,126.333000,0
2021-02-08,126.987999,127.120163,126.629997,126.986000,126.986000,0
2021-02-09,126.804001,126.839996,126.430000,126.797997,126.797997,0
2021-02-10,126.712997,127.056999,126.650002,126.699997,126.699997,0
2021-02-11,126.777000,127.154999,126.680000,126.793999,126.793999,0
2021-02-12,127.060997,127.299004,126.986000,127.050003,127.050003,0
2021-02-15,127.333000,127.959000,127.288002,127.344002,127.344002,0
2021-02-16,127.852997,128.322006,127.839996,127.857002,127.857002,0
2021-02-17,128.289993,128.341995,127.317001,128.304001,128.304001,0
2021-02-18,127.505997,127.803001,127.320000,127.489998,127.489998,0
2021-02-19,127.762001,128.173996,127.639999,127.746002,127.746002,0
2021-02-22,127.948997,128.216995,127.489998,127.941002,127.941002,0
2021-02-23,127.737000,128.048004,127.694000,127.723000,127.723000,0
2021-02-24,127.934998,128.785995,127.930000,127.919998,127.919998,0
2021-02-25,128.932007,129.917007,128.850006,128.942001,128.942001,0
2021-02-26,129.367004,129.438004,128.619995,129.354996,129.354996,0
2021-03-01,128.727997,128.932999,128.190002,128.746002,128.746002,0
2021-03-02,128.731995,128.940002,128.192993,128.710007,128.710007,0
2021-03-03,129.005005,129.425003,128.746994,129.014999,129.014999,0
2021-03-04,128.983994,129.625000,128.923996,129.000000,129.000000,0
2021-03-05,129.205994,129.570007,128.863007,129.190002,129.190002,0
2021-03-08,129.244003,129.304001,128.759995,129.287994,129.287994,0
