Date,Open,High,Low,Close,Adj Close,Volume
2020-12-28,0.899260,0.908850,0.898900,0.899200,0.899200,0
2020-12-29,0.907270,0.909070,0.905720,0.907260,0.907260,0
2020-12-30,0.907760,0.908400,0.900240,0.907590,0.907590,0
2020-12-31,0.902310,0.903000,0.894650,0.902360,0.902360,0
2021-01-01,0.884190,0.885150,0.883820,0.884920,0.884920,0
2021-01-04,0.895160,0.904450,0.894100,0.895170,0.895170,0
2021-01-05,0.902690,0.905320,0.901430,0.902600,0.902600,0
2021-01-06,0.902520,0.908340,0.901720,0.902410,0.902410,0
2021-01-07,0.905640,0.907490,0.901540,0.905580,0.905580,0
2021-01-08,0.904190,0.904460,0.899200,0.904160,0.904160,0
2021-01-11,0.901290,0.903590,0.899910,0.901530,0.901530,0
2021-01-12,0.899000,0.899410,0.892050,0.899100,0.899100,0
2021-01-13,0.893200,0.893400,0.888410,0.893080,0.893080,0
2021-01-14,0.891120,0.891520,0.886940,0.891000,0.891000,0
2021-01-15,0.887900,0.890560,0.886740,0.887960,0.887960,0
2021-01-18,0.888930,0.892430,0.888500,0.888920,0.888920,0
2021-01-19,0.889220,0.891800,0.888300,0.889270,0.889270,0
2021-01-20,0.889620,0.890230,0.883800,0.889600,0.889600,0
2021-01-21,0.886160,0.886820,0.882970,0.886350,0.886350,0
2021-01-22,0.886030,0.891770,0.886030,0.886010,0.886010,0
2021-01-25,0.888980,0.889600,0.886940,0.888940,0.888940,0
2021-01-26,0.887900,0.890400,0.884700,0.888000,0.888000,0
2021-01-27,0.885080,0.885650,0.881250,0.885090,0.885090,0
2021-01-28,0.885230,0.888270,0.883100,0.885380,0.885380,0
2021-01-29,0.883020,0.886990,0.882400,0.883100,0.883100,0
2021-02-01,0.884930,0.885100,0.880440,0.885040,0.885040,0
2021-02-02,0.882400,0.883470,0.879400,0.882330,0.882330,0
2021-02-03,0.881000,0.882200,0.879700,0.881230,0.881230,0
2021-02-04,0.882120,0.883890,0.875150,0.882300,0.882300,0
2021-02-05,0.875160,0.877630,0.873810,0.874950,0.874950,0
2021-02-08,0.876950,0.879180,0.876100,0.876950,0.876950,0
2021-02-09,0.876600,0.879590,0.876190,0.876760,0.876760,0
2021-02-10,0.876950,0.877930,0.875190,0.876910,0.876910,0
2021-02-11,0.876080,0.878480,0.875200,0.876070,0.876070,0
2021-02-12,0.878170,0.879040,0.874520,0.878170,0.878170,0
2021-02-15,0.873800,0.873960,0.871700,0.873880,0.873880,0
2021-02-16,0.871940,0.873750,0.869800,0.871900,0.871900,0
2021-02-17,0.870490,0.871900,0.868060,0.870500,0.870500,0
2021-02-18,0.868690,0.869960,0.864200,0.868670,0.868670,0
2021-02-19,0.865500,0.867700,0.864300,0.865650,0.865650,0
2021-02-22,0.864240,0.866010,0.863200,0.864200,0.864200,0
2021-02-23,0.864520,0.865390,0.861440,0.864580,0.864580,0
2021-02-24,0.860520,0.861420,0.854860,0.860700,0.860700,0
2021-02-25,0.860250,0.867170,0.859500,0.860200,0.860200,0
2021-02-26,0.868200,0.872900,0.866840,0.867900,0.867900,0
2021-03-01,0.865050,0.865980,0.862010,0.865170,0.865170,0
2021-03-02,0.865020,0.866650,0.863600,0.864770,0.864770,0
2021-03-03,0.866200,0.866600,0.862250,0.865990,0.865990,0
2021-03-04,0.865280,0.865400,0.859790,0.865230,0.865230,0
2021-03-05,0.861320,0.865010,0.860100,0.861310,0.861310,0
2021-03-08,0.861020,0.861680,0.856800,0.860790,0.860790,0
2021-03-09,0.857300,0.858520,0.855040,0.857310,0.857310,0
2021-03-10,0.856630,0.857750,0.854940,0.856600,0.856600,0
2021-03-11,0.855960,0.858120,0.854700,0.855800,0.855800,0
2021-03-12,0.856620,0.859750,0.855290,0.856550,0.856550,0
2021-03-15,0.857840,0.859880,0.855390,0.857820,0.857820,0
2021-03-16,0.858020,0.863810,0.856100,0.858000,0.858000,0
2021-03-17,0.856060,0.858270,0.854100,0.856100,0.856100,0
2021-03-18,0.857360,0.858340,0.853610,0.857390,0.857390,0
2021-03-19,0.855930,0.858910,0.853550,0.855860,0.855860,0
2021-03-22,0.859010,0.862580,0.857500,0.859020,0.859020,0
2021-03-23,0.860930,0.864460,0.859770,0.860830,0.860830,0
2021-03-24,0.862000,0.864470,0.861520,0.862290,0.862290,0
2021-03-25,0.862880,0.864060,0.858000,0.862410,0.862410,0
2021-03-26,0.856530,0.857020,0.853730,0.856490,0.856490,0
2021-03-29,0.854780,0.856200,0.850500,0.854700,0.854700,0
2021-03-30,0.854330,0.855570,0.852300,0.854340,0.854340,0
2021-03-31,0.852800,0.853800,0.850400,0.852790,0.852790,0
2021-04-01,0.850570,0.853220,0.849300,0.850650,0.850650,0
2021-04-02,0.851300,0.851980,0.849820,0.851200,0.851200,0
2021-04-05,0.850810,0.850910,0.847100,0.850700,0.850700,0
2021-04-06,0.849470,0.855820,0.848500,0.849310,0.849310,0
2021-04-07,0.858700,0.866270,0.858100,0.858700,0.858700,0
2021-04-08,0.863900,0.866800,0.862000,0.864000,0.864000,0
2021-04-09,0.867330,0.869680,0.864600,0.867390,0.867390,0
2021-04-12,0.867730,0.869380,0.863900,0.867740,0.867740,0
2021-04-13,0.866070,0.870750,0.864000,0.866000,0.866000,0
2021-04-14,0.868700,0.869800,0.866800,0.868720,0.868720,0
2021-04-15,0.869630,0.869700,0.867040,0.869700,0.869700,0
